,Date,Open,Low,Close,Volume,returns,label
0,2015-01-02,532.599976,527.880005,529.549988,1324000,0.9942733981647796,2
1,2015-01-05,527.150024,517.75,519.460022,2059100,0.9854121186571357,1
2,2015-01-06,520.5,505.549988,506.640015,2722800,0.9733717867435159,1
3,2015-01-07,510.950012,503.649994,505.149994,2345900,0.9886485607911092,2
4,2015-01-08,501.51001,495.019989,506.910004,3652700,1.0107674700251745,3
5,2015-01-09,508.179993,498.649994,500.720001,2097000,0.9853201776875148,1
6,2015-01-12,499.23999,490.910004,497.059998,2854100,0.9956333786482129,2
7,2015-01-13,502.570007,497.26001,501.799988,3047900,0.9984678373375354,2
8,2015-01-14,500.420013,498.160004,505.929993,2640000,1.0110107107167197,3
9,2015-01-15,508.890015,502.01001,504.01001,2553400,0.9904104917444686,2
10,2015-01-16,503.149994,503.089996,510.459991,2482900,1.014528464845813,3
11,2015-01-20,512.77002,509.369995,509.940002,2339800,0.9944809214860103,2
12,2015-01-21,510.839996,509.589996,520.390015,2317800,1.0186947362672831,3
13,2015-01-22,523.0,521.909973,537.299988,2803400,1.0273422332695985,3
14,2015-01-23,538.030029,535.75,541.950012,2292800,1.0072858070901467,2
15,2015-01-26,541.5,532.070007,536.719971,1544700,0.9911726149584488,2
16,2015-01-27,531.400024,520.859985,521.190002,1957400,0.9807865608978595,1
17,2015-01-28,525.0,512.349976,512.429993,1791100,0.9760571295238094,1
18,2015-01-29,512.900024,503.480011,513.22998,3950900,1.000643314456152,2
19,2015-01-30,519.0,518.179993,537.549988,6055400,1.03574178805395,4
20,2015-02-02,534.320007,521.719971,532.200012,3768900,0.9960323495803517,2
21,2015-02-03,529.940002,526.809998,533.299988,2330200,1.0063403139738825,2
22,2015-02-04,533.140015,525.030029,526.099976,1694800,0.9867951404848124,1
23,2015-02-05,527.929993,525.640015,529.830017,1658800,1.0035990074918892,2
24,2015-02-06,531.01001,528.650024,533.880005,2134400,1.0054047851188341,2
25,2015-02-09,531.059998,527.549988,529.280029,1515700,0.9966482713691421,2
26,2015-02-10,532.150024,529.169983,540.159973,2371500,1.0150520504345595,3
27,2015-02-11,539.72998,536.0,538.0,1915300,0.9967947305799096,2
28,2015-02-12,539.659973,537.0,546.01001,2429500,1.0117667370524068,3
29,2015-02-13,547.51001,546.599976,551.159973,2369100,1.0066664772028553,2
30,2015-02-17,551.159973,543.26001,545.01001,1958700,0.9888417822387837,2
31,2015-02-18,543.820007,539.549988,542.650024,1453300,0.9978485841180168,2
32,2015-02-19,542.469971,540.75,546.450012,1541700,1.0073368872246755,2
33,2015-02-20,547.580017,538.099976,541.799988,1911700,0.9894444121031538,2
34,2015-02-23,539.0,532.0,535.0,1645300,0.9925788497217068,2
35,2015-02-24,531.549988,531.0,538.650024,1420300,1.013357231041834,3
36,2015-02-25,538.440002,538.01001,547.330017,2041800,1.0165106882233463,3
37,2015-02-26,545.73999,545.090027,559.289978,2701600,1.0248286514609273,3
38,2015-02-27,558.150024,557.030029,562.630005,3416400,1.0080264817833278,3
39,2015-03-02,567.0,563.150024,575.02002,2520300,1.014144656084656,3
40,2015-03-03,576.349976,570.5,578.789978,2526300,1.004233542294795,2
41,2015-03-04,576.969971,572.52002,578.330017,1850500,1.0023572214644771,2
42,2015-03-05,579.619995,578.22998,581.429993,1795900,1.0031227321617846,2
43,2015-03-06,582.0,572.059998,572.900024,1879600,0.9843643024054983,1
44,2015-03-09,570.919983,569.049988,574.099976,1173900,1.0055699451669045,2
45,2015-03-10,568.47998,559.820007,559.849976,1979300,0.9848191593308177,1
46,2015-03-11,559.799988,555.409973,555.690002,2026200,0.9926581170273266,2
