,Date,Open,Low,Close,Volume,returns,label
0,2015-01-02,44.574001,42.652,43.862,23822000,0.9840265404938632,1
1,2015-01-05,42.91,41.431999,42.018002,26842500,0.9792123514332325,1
2,2015-01-06,42.012001,40.841999,42.256001,31309500,1.0058078642814465,2
3,2015-01-07,42.669998,41.956001,42.189999,14842000,0.9887509017459997,1
4,2015-01-08,42.562,42.001999,42.124001,17212500,0.9897091537051831,1
5,2015-01-09,41.784,40.992001,41.332001,23341500,0.9891824861190887,1
6,2015-01-12,40.610001,39.849998,40.442001,29751500,0.9958630880112512,1
7,2015-01-13,40.664001,40.181999,40.849998,22386500,1.0045739965430358,1
8,2015-01-14,37.166,37.0,38.537998,57759500,1.0369154065543777,2
9,2015-01-15,38.897999,38.0,38.374001,26082500,0.9865289214491471,1
10,2015-01-16,38.139999,37.93,38.613998,18016000,1.012427871327422,2
11,2015-01-20,38.773998,37.408001,38.386002,22516000,0.9899933971214421,1
12,2015-01-21,37.91,37.902,39.313999,20765000,1.0370350567132685,2
13,2015-01-22,39.400002,39.040001,40.324001,20584500,1.0234517500785913,2
14,2015-01-23,40.057999,39.666,40.257999,17193000,1.0049927606219171,2
15,2015-01-26,40.366001,40.209999,41.310001,16172500,1.0233860173565372,2
16,2015-01-27,40.883999,40.66,41.195999,13905000,1.0076313474129572,2
17,2015-01-28,41.222,39.683998,39.874001,15748000,0.9672990393479209,1
18,2015-01-29,40.214001,39.299999,41.040001,17740500,1.0205401098985398,2
19,2015-01-30,40.792,40.599998,40.720001,15035000,0.998234972543636,1
20,2015-02-02,40.793999,40.66,42.188,20746000,1.0341717172665519,2
21,2015-02-03,42.644001,42.254002,43.672001,24131000,1.0241065560429004,2
22,2015-02-04,43.658001,43.360001,43.709999,16527000,1.0011910302535383,1
23,2015-02-05,43.976002,43.928001,44.198002,17614500,1.0050482078839273,2
24,2015-02-06,44.400002,43.299999,43.472,16219500,0.9790990549955381,1
25,2015-02-09,43.076,42.397999,43.495998,17362000,1.0097501625034822,2
26,2015-02-10,43.509998,43.0,43.257999,26952500,0.9942082507105607,1
27,2015-02-11,42.442001,41.456001,42.560001,48845500,1.0027802647664987,1
28,2015-02-12,38.714001,38.655998,40.576,78248000,1.0480962688408257,2
29,2015-02-13,40.580002,40.181999,40.754002,30955000,1.0042878263041979,1
30,2015-02-17,41.139999,40.299999,40.869999,19898000,0.9934370440796558,1
31,2015-02-18,40.834,40.52,40.891998,13568000,1.0014203359945144,1
32,2015-02-19,41.0,40.75,42.341999,25770500,1.0327316829268294,2
33,2015-02-20,42.155998,41.962002,43.422001,29910500,1.0300313848577374,2
34,2015-02-23,43.132,41.265999,41.467999,42499000,0.9614207317073171,0
35,2015-02-24,41.458,40.34,40.821999,33018000,0.9846591490182836,1
36,2015-02-25,40.987999,40.515999,40.751999,19547500,0.9942422170938375,1
37,2015-02-26,40.799999,40.444,41.438,32364500,1.0156372797950315,2
38,2015-02-27,41.380001,40.560001,40.667999,19410500,0.9827935721896189,1
39,2015-03-02,40.540001,39.166,39.466,39610500,0.9735076227551155,1
40,2015-03-03,39.362,39.063999,39.911999,22161500,1.013972841827143,2
41,2015-03-04,39.849998,39.442001,40.487999,21110000,1.0160100635387737,2
42,2015-03-05,40.57,40.029999,40.125999,24385000,0.9890559280256347,1
43,2015-03-06,39.841999,38.43,38.776001,33562000,0.9732443645711653,1
44,2015-03-09,38.877998,37.650002,38.175999,33683500,0.9819435404055528,1
45,2015-03-10,37.692001,37.52,38.063999,27898500,1.009869414998689,2
46,2015-03-11,38.23,38.202,38.748001,24874500,1.0135495945592468,2
47,2015-03-12,38.75,37.950001,38.214001,20746500,0.9861677677419356,1
48,2015-03-13,37.790001,37.464001,37.736,27171500,0.9985710241182582,1
49,2015-03-16,38.400002,37.959999,39.139999,28144000,1.0192707542046482,2
50,2015-03-17,39.085999,38.787998,38.945999,24470500,0.9964181547464093,1
51,2015-03-18,38.992001,38.622002,40.141998,24104500,1.0294931516851367,2
52,2015-03-19,40.400002,38.905998,39.130001,42376000,0.9685643332393894,1
53,2015-03-20,39.490002,39.124001,39.616001,21347500,1.0031906557006505,1
54,2015-03-23,39.700001,39.493999,39.925999,13158000,1.0056926446928804,2
55,2015-03-24,40.316002,39.950001,40.344002,18249500,1.0006945133101246,1
56,2015-03-25,39.653999,38.540001,38.860001,28652000,0.9799768492453939,1
57,2015-03-26,38.784,37.939999,38.082001,20640000,0.9818997782590759,1
58,2015-03-27,37.813999,36.279999,37.0,43024500,0.9784736070892687,1
59,2015-03-30,37.169998,36.360001,38.113998,50447500,1.0253968267633482,2
60,2015-03-31,38.706001,37.681999,37.754002,25133000,0.9754043565492596,1
61,2015-04-01,37.740002,37.209999,37.518002,18973000,0.9941176473705541,1
62,2015-04-02,38.046001,38.0,38.200001,25052000,1.004047731586823,1
63,2015-04-06,39.599998,39.5,40.619999,62279000,1.02575760231099,2
64,2015-04-07,40.501999,40.228001,40.650002,21739500,1.0036542146969092,1
65,2015-04-08,41.639999,41.174,41.534,31515500,0.9974543947515464,1
66,2015-04-09,41.686001,41.223999,42.018002,19001000,1.0079643283604969,2
67,2015-04-10,41.970001,41.799999,42.18,20338500,1.0050035500356551,2
68,2015-04-13,42.088001,41.810001,41.956001,18791000,0.9968637141973077,1
69,2015-04-14,41.714001,41.099998,41.492001,15130000,0.9946780458676212,1
70,2015-04-15,41.492001,41.32,41.566002,9762000,1.0017835003908342,1
71,2015-04-16,41.540001,41.257999,41.34,8295500,0.9951853395477772,1
72,2015-04-17,40.998001,40.700001,41.358002,12349500,1.0087809403195047,2
73,2015-04-20,41.355999,40.77,41.054001,12796500,0.9926976011388337,1
74,2015-04-21,41.16,40.862,41.882,17162500,1.0175413022351798,2
75,2015-04-22,42.5,42.338001,43.888,39315000,1.0326588235294116,2
76,2015-04-23,43.653999,43.43,43.720001,22056000,1.001511934794336,1
77,2015-04-24,44.099998,43.602001,43.686001,12139000,0.9906123124994246,1
78,2015-04-27,44.512001,44.400002,46.310001,58363000,1.0403936008179009,2
79,2015-04-28,46.950001,45.605999,46.096001,30427000,0.9818104370221419,1
80,2015-04-29,46.009998,45.526001,46.490002,19680500,1.0104326020618386,2
81,2015-04-30,46.077999,45.034,45.209999,19559500,0.9811623764304523,1
82,2015-05-01,45.987999,44.082001,45.206001,26408500,0.9829956071800384,1
83,2015-05-04,45.636002,45.422001,46.102001,22173000,1.01021121438289,2
84,2015-05-05,47.551998,45.826,46.59,28984500,0.9797695566861356,1
85,2015-05-06,46.82,45.639999,46.085999,26354500,0.9843229175565997,1
86,2015-05-07,44.200001,44.049999,47.360001,47279500,1.0714932110521898,3
87,2015-05-08,47.198002,46.740002,47.321999,23341000,1.0026271662940307,1
