,Date,Open,Low,Close,Volume,returns,label
0,2015-01-02,25.24905511209419,24.333297805980585,24.7821102142334,212818400,0.9815064407048988,1
1,2015-01-05,24.54636986694874,23.8935535662698,24.08395767211914,257142000,0.9811616871522729,1
2,2015-01-06,24.14969545895569,23.716750026544787,24.086227416992188,263188400,0.9973718905867209,2
3,2015-01-07,24.29930435714616,24.185968046283765,24.423974990844727,160423600,1.0051306256288732,2
4,2015-01-08,24.75944618136518,24.639308263682505,25.362394332885746,237458000,1.024352247102133,2
5,2015-01-09,25.539196109969104,24.981581837583253,25.38959312438965,214798000,0.9941422202588022,1
6,2015-01-12,25.52333174277887,24.661976990555583,24.763978958129883,198603200,0.9702486809989521,1
7,2015-01-13,25.25812214793092,24.68690808664916,24.983848571777344,268367600,0.989141173102766,1
8,2015-01-14,24.716379242783177,24.593975837541425,24.88865089416504,195826400,1.0069699388284052,2
9,2015-01-15,24.933976310879903,24.17689095117636,24.2131576538086,240056000,0.971090906316584,1
10,2015-01-16,24.26076216051273,23.845950989038545,24.025022506713867,314053200,0.9902830895320116,1
11,2015-01-20,24.44437161571617,24.14063117098854,24.643844604492188,199599600,1.0081602829441427,2
12,2015-01-21,24.695976728376944,24.54183930586845,24.831981658935547,194303600,1.005507169530263,2
13,2015-01-22,24.99291580106901,24.87051241677014,25.47799491882324,215185600,1.0194086645037823,2
14,2015-01-23,25.45533103885078,25.28079218645388,25.609468460083008,185859200,1.0060552118138624,2
15,2015-01-26,25.78173755764346,25.568666518396043,25.63666725158692,222460000,0.9943731369644041,1
16,2015-01-27,25.482533872836186,24.71411387921735,24.73904800415039,382274800,0.9708237072342977,1
17,2015-01-28,26.66349164005056,26.13761138916016,26.13761138916016,585908400,0.980277142319182,1
18,2015-01-29,26.366554564957053,26.19428291909239,26.95137023925781,337745600,1.0221802083719356,2
19,2015-01-30,26.83803458255389,26.48669138179348,26.556961059570312,334982000,0.9895270452044841,1
20,2015-02-02,26.758694659704453,26.31214946884217,26.89016342163086,250956400,1.0049131231399109,2
21,2015-02-03,26.86069977236562,26.65896132170793,26.89470100402832,207662800,1.0012658356614252,2
22,2015-02-04,26.860696966837025,26.81762862927101,27.100969314575195,280598800,1.0089451270767402,2
23,2015-02-05,27.312614762175816,27.13738878093549,27.294410705566406,168984800,0.9993334927187337,2
24,2015-02-06,27.312611134553247,26.9553307450726,27.064563751220703,174826400,0.9909182105617599,1
25,2015-02-09,26.978085845200503,26.95077716265634,27.24433898925781,155559200,1.0098692377800655,2
26,2015-02-10,27.346743287670257,27.34446886629309,27.767742156982425,248034000,1.0153948448224175,2
27,2015-02-11,27.93842175256757,27.876979378273983,28.418588638305664,294247200,1.0171866145479018,2
28,2015-02-12,28.687108112309847,28.57560071928278,28.778135299682617,297898000,1.0031731043441674,2
29,2015-02-13,28.9647441465004,28.59381034812241,28.91923141479492,217088800,0.9984286851810158,2
30,2015-02-17,29.012536769904617,28.882823558029024,29.08991050720215,252609600,1.0026669069964882,2
31,2015-02-18,29.04439702058392,29.00343486090471,29.29244613647461,179566800,1.0085403431069648,2
32,2015-02-19,29.2378238216634,29.20369014120286,29.23099708557129,149449600,0.9997665101160144,2
33,2015-02-20,29.2696894933182,29.13997800675204,29.46994972229004,195793600,1.0068418979647036,2
34,2015-02-23,29.58828824834637,29.50636391763845,30.26643753051757,283896400,1.0229195172251677,2
35,2015-02-24,30.252778572179103,29.84998372982025,30.077550888061523,276912400,0.9942078813124715,1
36,2015-02-25,29.93873254366843,29.16272775872342,29.30837059020996,298846800,0.9789449352092969,1
37,2015-02-26,29.308376130834912,28.812281335936422,29.679311752319336,365150000,1.012656300704909,2
38,2015-02-27,29.583730165564862,29.18321322261785,29.233278274536133,248059200,0.9881538977989783,1
39,2015-03-02,29.41305189442322,29.196863812889827,29.37664031982422,192386800,0.9987620606413201,2
40,2015-03-03,29.34706769421616,29.14908186861749,29.438093185424805,151265200,1.0031016894824754,2
41,2015-03-04,29.378920624092345,29.201418523856365,29.251480102539062,126665200,0.9956621782269028,2
42,2015-03-05,29.260589796300703,28.61885038798771,28.766769409179688,226068400,0.9831233618133204,1
43,2015-03-06,29.21962314358161,28.73263127646829,28.81000328063965,291368400,0.9859813433962121,1
44,2015-03-09,29.11949302919449,28.459547930556777,28.93288803100586,354114000,0.9935917497601505,1
45,2015-03-10,28.7667647653234,28.17281435459464,28.334386825561523,275426400,0.984969531913332,1
46,2015-03-11,28.389004134939672,27.788226951861777,27.81781005859375,275756000,0.9798797423949462,1
47,2015-03-12,27.833736662957698,27.678990936502046,28.320730209350582,193450800,1.0174965205818376,2
48,2015-03-13,28.30935153817612,27.895179427821013,28.12502098083496,207309200,0.9934887043564886,1
49,2015-03-16,28.19101443372648,27.961172890689063,28.434511184692383,143497200,1.0086373887515943,2
50,2015-03-17,28.65070692801907,28.59381513576176,28.910133361816406,204092400,1.0090548004434623,2
51,2015-03-18,28.901031619198967,28.757664922025416,29.23555564880371,261083600,1.0115748127614421,2
52,2015-03-19,29.29927526735792,28.9920599127654,29.014816284179688,183238000,0.9902912621359223,1
53,2015-03-20,29.18548780781561,28.482306127927103,28.65070533752441,274780400,0.981676425153052,1
54,2015-03-23,28.92834180776744,28.79180010485505,28.94882202148437,150838800,1.0007079636244975,2
55,2015-03-24,28.953370866427555,28.800899547948,28.83048439025879,131369200,0.9957557109071795,2
56,2015-03-25,28.796347293674625,28.07723426818848,28.07723426818848,206620800,0.9750276304785328,1
57,2015-03-26,27.93614695651231,27.899735375048607,28.27294540405273,190291600,1.01205600930095,2
58,2015-03-27,28.348043715569847,27.970283097296136,28.04765510559082,158184800,0.9894035506297021,1
59,2015-03-30,28.22970422033222,28.21832516892947,28.75765991210937,188398800,1.0187021333151942,2
60,2015-03-31,28.69394562314956,28.30025536400114,28.3161849975586,168362400,0.9868348316208493,1
61,2015-04-01,28.4049302562194,28.01351449885572,28.27521705627441,162485600,0.9954334265645103,2
62,2015-04-02,28.45272402942133,28.2615684329959,28.518718719482425,128880400,1.0023194506787068,2
63,2015-04-06,28.325283873952472,28.29342461135842,28.980676651000977,148776000,1.0231380832744696,2
64,2015-04-07,29.046671214632223,28.6689106441964,28.675737380981445,140049200,0.9872297300124387,1
65,2015-04-08,28.63933122151237,28.43907271439892,28.582439422607425,149316800,0.9980135081205314,2
66,2015-04-09,28.63933271866866,28.368528922340435,28.800905227661133,129936000,1.005641629662941,2
67,2015-04-10,28.662083577796235,28.50506341543567,28.92378616333008,160752000,1.0091306197200745,2
68,2015-04-13,29.212797016223263,28.812280040033222,28.86689567565918,145460400,0.9881592529338431,1
69,2015-04-14,28.901031789505552,28.652984397286485,28.741735458374023,102098400,0.9944882130059671,1
70,2015-04-15,28.76676485646547,28.67573764735358,28.850963592529297,115881600,1.0029269449131295,2
71,2015-04-16,28.737179284307302,28.698493285683536,28.712146759033203,113476000,0.9991289150188875,2
