,Date,Open,Low,Close,Volume,returns,label
0,2015-01-02,312.579987,306.959991,308.519989,2783200,0.9870113309589459,2
1,2015-01-05,307.01001,300.850006,302.190002,2774200,0.9843001601153004,2
2,2015-01-06,302.23999,292.380005,295.290009,3519000,0.9770050912190674,1
3,2015-01-07,297.5,295.329987,298.420013,2640300,1.0030924806722687,2
4,2015-01-08,300.320007,296.109985,300.459991,3088400,1.0004661161319166,2
5,2015-01-09,301.480011,296.679993,296.929993,2592400,0.9849077290898733,2
6,2015-01-12,297.559998,289.279999,291.410004,3421400,0.9793319194739342,2
7,2015-01-13,297.480011,293.230011,294.73999,4136400,0.9907892265070543,2
8,2015-01-14,291.929993,286.5,293.269989,5538700,1.0045901278804195,2
9,2015-01-15,294.0,286.820007,286.950012,4419200,0.9760204489795918,1
10,2015-01-16,286.279999,285.25,290.73999,3478200,1.0155791218931784,3
11,2015-01-20,292.589996,286.390015,289.440002,3075100,0.9892341021803084,2
12,2015-01-21,289.640015,287.26001,297.25,10065100,1.0262739421554028,3
13,2015-01-22,300.0,300.0,310.320007,5362600,1.0344000233333333,3
14,2015-01-23,308.079987,307.720001,312.390015,4496400,1.0139899642361385,3
15,2015-01-26,311.820007,307.519989,309.660004,3169700,0.9930729172230441,2
16,2015-01-27,306.299988,302.630005,306.75,2920300,1.0014691871290573,2
17,2015-01-28,309.809998,303.799988,303.910004,3063800,0.9809560890930318,2
18,2015-01-29,304.730011,299.329987,311.779999,8656600,1.0231351942556126,3
19,2015-01-30,346.320007,340.73999,354.529999,23856100,1.02370637512721,3
20,2015-02-02,350.049988,350.01001,364.470001,10231900,1.0411941536761316,3
21,2015-02-03,360.290009,360.209991,363.549988,6212600,1.0090482081616645,2
22,2015-02-04,358.380005,358.230011,364.75,4169900,1.0177744151769852,3
23,2015-02-05,366.0,365.899994,373.890015,7247600,1.0215574180327869,3
24,2015-02-06,374.869995,371.01001,374.279999,3892400,0.9984261317046726,2
25,2015-02-09,371.0,367.200012,370.559998,2724600,0.9988140107816712,2
26,2015-02-10,371.190002,368.51001,373.0,2287200,1.004876203535245,2
27,2015-02-11,371.230011,371.100006,375.140015,2786500,1.0105325644051983,3
28,2015-02-12,375.100006,373.149994,377.170013,2791100,1.0055185469658456,2
29,2015-02-13,378.410004,377.01001,381.829987,3475100,1.0090377711050156,2
30,2015-02-17,377.720001,372.670013,375.429993,3673200,0.9939372868952205,2
31,2015-02-18,373.779999,372.850006,373.369995,2650600,0.9989030873746673,2
32,2015-02-19,373.48999,373.429993,379.0,2953800,1.0147527648599097,3
33,2015-02-20,378.619995,375.839996,383.660004,3258000,1.013311523602973,3
34,2015-02-23,383.440002,378.0,380.140015,2177000,0.9913937330930851,2
35,2015-02-24,378.649994,376.160004,378.589996,1920800,0.9998415476008168,2
36,2015-02-25,377.269989,376.540009,385.369995,3174500,1.0214700512528707,3
37,2015-02-26,384.070007,383.279999,384.799988,2687100,1.0019006456809838,2
38,2015-02-27,384.0,379.790009,380.160004,2532300,0.9900000104166667,2
39,2015-03-02,380.850006,379.480011,385.660004,2139200,1.0126296387665017,3
40,2015-03-03,383.950012,381.600006,384.609985,1946500,1.0017189034493374,2
41,2015-03-04,385.709991,382.190002,382.720001,2259100,0.992248087760838,2
42,2015-03-05,385.609985,383.890015,387.829987,2693500,1.0057571175186244,2
43,2015-03-06,385.519989,378.880005,380.089996,2627000,0.9859151453752505,2
44,2015-03-09,378.399994,375.279999,378.559998,2311400,1.0004228435585019,2
45,2015-03-10,377.450012,369.179993,369.51001,3121000,0.9789640965755222,2
46,2015-03-11,370.609985,366.26001,366.369995,2495100,0.9885594285863616,2
47,2015-03-12,368.820007,367.519989,374.23999,2810000,1.0146954690557228,3
48,2015-03-13,371.519989,366.679993,370.579987,2611700,0.9974698481163015,2
49,2015-03-16,370.380005,366.720001,373.350006,2354100,1.0080187941030996,2
50,2015-03-17,371.109985,369.640015,371.920013,2037000,1.0021827168029445,2
51,2015-03-18,369.970001,366.700012,375.140015,2654100,1.0139741438117302,3
52,2015-03-19,373.869995,372.190002,373.23999,1915700,0.9983149089030264,2
53,2015-03-20,376.290009,375.920013,378.48999,3763600,1.005846503886315,2
54,2015-03-23,378.070007,374.940002,375.109985,2239300,0.9921707039828738,2
55,2015-03-24,373.98999,372.269989,374.089996,2228200,1.0002674028788845,2
56,2015-03-25,375.170013,370.290009,370.959991,3429500,0.9887783621981536,2
57,2015-03-26,369.589996,365.649994,367.350006,2930000,0.9939392569489355,2
