date,score
2020-02-07,0.26724
2020-02-08,0.1779
2020-02-06,0.1543214285714285
2020-02-05,0.1134555555555555
2020-02-03,0.24445
2020-02-04,0.37118
2020-02-02,-0.2243333333333333
2020-01-31,0.205441935483871
2020-01-30,0.1506352941176471
2020-02-01,0.0125666666666666
2020-01-28,0.39278
2020-01-29,-0.0215230769230769
2020-01-23,0.00375
2020-01-22,0.19274
2020-01-21,0.3264166666666666
2020-01-19,0.2689999999999999
2020-01-16,0.3455
2020-01-15,0.0211
2020-01-13,0.2210499999999999
2020-01-14,0.141290909090909
2020-01-10,0.155925
2020-01-08,0.2515
2020-01-06,0.1974166666666667
2020-01-03,0.1651
2020-01-27,-0.2578749999999999
2019-12-29,0.51485
2019-12-30,0.0
2020-01-01,0.5719
2020-01-24,0.28622
2019-12-26,0.4709
2019-12-27,0.1267499999999999
2019-12-25,0.6597
2019-12-23,-0.09165
2020-01-18,0.6607333333333333
2020-01-20,0.0986666666666666
2019-12-22,-0.2263
2020-01-17,-0.0255999999999999
2019-12-20,0.207425
2019-12-18,-0.0825
2019-12-17,0.1867428571428571
2019-12-16,0.12256
2019-12-15,0.11475
2019-12-12,0.1950333333333333
2020-01-11,-0.0122
2020-01-12,0.1779
2019-12-11,-0.1119999999999999
2019-12-09,-0.13455
2020-01-09,-0.0422
2020-01-07,-0.0146333333333333
2019-12-06,-0.0221666666666666
2020-01-05,0.399425
2019-12-04,-0.00646
2020-01-04,0.2854
2020-01-02,-0.16635
2019-12-02,0.2639499999999999
2019-11-29,0.1286199999999999
2019-12-21,0.4588
2019-11-26,-0.1391
2019-11-25,0.1193666666666666
2019-11-24,0.2666
2019-12-10,0.3488
2019-11-20,0.3286
2019-11-21,-0.30235
2019-11-19,0.3522999999999999
2019-12-07,-0.8442
2019-11-18,0.2587
2019-12-03,0.234975
2019-11-15,0.39515
2019-11-17,0.0
2019-12-01,-0.7269
2019-11-13,0.270125
2019-11-14,0.04176
2019-11-30,0.0
2019-11-12,-0.2235
2019-11-27,-0.5106
2019-11-28,0.0526
2019-11-08,0.1860333333333333
2019-11-10,0.2023
2019-11-07,0.4688
2019-11-23,0.124
2019-11-22,0.0
2019-11-06,0.132992
2019-11-11,0.1779
2019-11-09,-0.128
2019-11-02,-0.8225
2019-11-05,0.3818
2019-10-29,0.3268999999999999
2019-10-30,0.1901
2019-11-01,0.1779
2019-10-28,0.1956
2019-10-27,0.3522999999999999
2019-10-25,0.23212
2019-10-26,0.1779
2019-10-24,-0.03366
2019-10-22,0.2111666666666666
2019-10-23,0.22005
2019-10-16,0.243525
2019-10-17,0.4046999999999999
2019-10-14,0.1901
2019-10-09,0.1976
2019-10-10,0.2176666666666666
2019-10-11,-0.25
2019-10-08,0.1150083333333333
2019-10-06,0.3818
2019-10-07,0.1333099999999999
2019-10-03,-0.3291
2019-10-04,0.5267
2019-10-05,-0.5106
2019-10-02,-0.0703199999999999
2019-10-01,-0.12965
2019-09-27,0.5022500000000001
2019-09-29,-0.5574
2019-09-30,0.0
2019-09-25,0.1009333333333333
2019-09-26,0.2914333333333334
2019-09-24,0.3382
2019-09-23,0.1834722222222222
2019-09-22,0.4207000000000001
2019-09-20,0.2328
2019-09-19,0.0597749999999999
2019-09-18,0.4036
2019-09-14,0.8176
2019-09-16,0.4215
2019-09-17,-0.204
2019-09-12,-0.5462666666666667
2019-09-13,0.1700666666666666
2019-10-21,0.1779
2019-09-10,0.33065
2019-09-11,-0.1969714285714285
2019-09-08,0.0746
2019-09-09,0.0
2019-09-06,0.0160222222222222
2019-09-07,-0.1743999999999999
2019-09-05,0.284662962962963
2019-10-15,0.0
2019-09-04,0.1161666666666666
2019-10-13,0.765
2019-08-31,0.0275999999999999
2019-09-01,0.0
2019-09-02,0.0366666666666666
2019-09-03,0.3522999999999999
2019-08-30,0.08068
2019-08-29,0.35476
2019-08-28,0.47682
2019-08-26,-0.2421666666666666
2019-08-27,0.104375
2019-08-25,-0.2689
2019-08-23,-0.0077423076923077
2019-08-24,-0.2487666666666666
2019-08-22,0.0860923076923076
2019-08-21,-0.0229833333333333
2019-08-20,0.5719
2019-08-16,0.0631499999999999
2019-08-19,0.0
2019-08-15,0.1894875
2019-08-14,-0.14845
2019-08-12,0.2956
2019-08-13,0.07685
2019-08-07,0.19542
2019-08-08,0.1314391304347826
2019-08-10,-0.1027
2019-08-06,0.0428999999999999
2019-08-03,0.0
2019-08-05,0.1779
2019-08-02,0.181425
2019-08-01,0.0192
2019-07-31,-0.1494
2019-07-29,-0.2943666666666666
2019-07-27,0.0
2019-07-24,0.3587
2019-07-23,0.5194
2019-07-20,0.4215
2019-07-21,0.12695
2019-07-22,-0.1743999999999999
2019-07-19,-0.08828
2019-07-17,0.35136
2019-07-18,0.2415
2019-07-16,0.4541666666666666
2019-07-15,0.2755833333333333
2019-07-11,-0.1031833333333333
2019-07-12,0.00195
2019-07-13,0.41415
2019-07-14,0.32735
2019-07-10,0.262
2019-07-09,0.6705
2019-07-03,0.3522999999999999
2019-06-30,0.37635
2019-07-02,0.181425
2019-06-27,0.0987399999999999
2019-06-28,0.0623999999999999
2019-06-25,0.02654
2019-06-26,0.18145
2019-06-24,-0.090025
2019-06-21,0.3601
2019-06-23,0.0
2019-06-19,0.0
2019-06-20,0.1655
2019-06-18,0.582925
2019-06-14,0.5267
2019-06-15,-0.296
2019-06-16,0.0
2019-06-17,0.1779
2019-06-12,0.4336333333333333
2019-06-13,0.1601
2019-06-11,0.29295
2019-06-07,-0.04765
2019-06-10,0.3634666666666666
2019-06-06,0.29462
2019-06-05,0.1174444444444444
2019-06-04,0.18815625
2019-06-03,0.2176666666666666
2019-05-31,-0.46655
2019-06-01,0.5574
2019-06-02,0.1779
2019-05-30,0.3598333333333333
2019-05-28,0.0593
2019-05-29,0.1779
2019-05-27,-0.875
2019-05-23,0.2665615384615384
2019-05-24,0.43745
2019-05-20,-0.2263
2019-05-21,-0.1379
2019-05-22,0.3262142857142857
2019-05-17,0.2783333333333332
2019-05-19,-0.4019
2019-05-16,0.291975
2019-05-15,0.31805
2019-05-13,0.2671374999999999
2019-05-14,0.1289
2019-05-09,-0.1014666666666666
2019-05-10,-0.4215
2019-05-08,0.5859
2019-05-04,0.1779
2019-05-05,-0.1119999999999999
2019-05-06,0.4074
2019-05-03,0.2464999999999999
2019-05-02,0.3226
2019-05-01,0.114125
2019-04-29,-0.2280399999999999
2019-04-30,0.4026666666666667
2019-04-26,-0.3487249999999999
2019-04-25,0.1779
2019-08-18,0.6369
2019-04-23,0.415075
2019-04-24,0.0
2019-04-22,0.1860333333333333
2019-04-18,0.0162333333333333
2019-04-16,0.3259499999999999
2019-04-17,0.0721333333333333
2019-08-09,0.1342142857142857
2019-04-15,0.3581333333333333
2019-04-11,0.1041833333333333
2019-04-12,0.4939
2019-04-13,0.3818
2019-04-09,0.2603
2019-04-10,0.1779
2019-04-07,0.4767
2019-04-08,0.07605
2019-04-04,0.1117799999999999
2019-04-03,0.213925
2019-04-01,0.3612
2019-04-02,0.15156
2019-03-28,-0.03605
2019-03-29,0.1779
2019-03-30,0.6908
2019-03-31,0.0
2019-03-26,0.2869
2019-03-27,0.52565
2019-03-25,-0.34
2019-03-21,-0.1119999999999999
2019-03-22,0.15295
2019-03-20,0.2214666666666666
2019-03-16,-0.0129
2019-03-18,0.0
2019-03-19,0.3724333333333334
2019-03-13,-0.6124
2019-03-14,-0.55455
2019-08-04,0.0
2019-03-11,-0.26136
2019-03-12,0.4767
2019-03-07,0.0117999999999999
2019-03-08,0.128
2019-07-30,-0.2263
2019-03-06,0.41254
2019-03-05,0.3921599999999999
2019-03-03,0.0
2019-03-04,0.0
2019-03-01,-0.3506
2019-07-25,0.1874
2019-03-02,0.0
2019-02-27,0.47122
2019-02-28,-0.34
2019-02-25,-0.08105
2019-02-26,-0.09035
2019-02-22,0.308325
2019-02-24,0.0123999999999999
2019-02-20,-0.3056
2019-02-21,0.1869666666666666
2019-02-19,0.2491499999999999
2019-02-15,0.017475
2019-02-16,-0.802
2019-02-14,0.1011
2019-02-13,0.1957
2019-02-12,-0.2448666666666666
2019-02-11,0.20196
2019-02-08,0.1778
2019-02-09,0.0
2019-02-10,-0.4019
2019-02-07,0.1271272727272727
2019-02-06,0.0751666666666666
2019-02-05,-0.50485
2019-02-04,0.4497400000000001
2019-02-01,-0.0424399999999999
2019-01-31,0.0303875
2019-01-29,-0.33145
2019-01-30,0.34425
2019-01-28,0.234404
2019-01-23,0.0376
2019-01-24,0.5155666666666666
2019-01-25,0.4588
2019-01-22,-0.02172
2019-01-20,0.8442
2019-01-21,0.3645
2019-01-17,0.2925999999999999
2019-01-18,0.0
2019-01-16,0.2647666666666666
2019-01-15,0.5126333333333334
2019-01-11,0.1901
2019-01-12,0.6705
2019-01-13,0.0
2019-01-14,0.4019
2019-01-10,0.1253833333333333
2019-01-09,0.6249
2019-01-07,0.2430090909090908
2019-01-08,0.28047
2019-07-01,0.2023
2019-01-04,0.1779
2019-01-02,0.27634
2019-01-03,0.36105
2018-12-29,0.0
2018-12-30,0.2208333333333333
2018-12-31,0.1779
2018-12-27,0.2184833333333333
2018-12-28,-0.1469
2018-12-26,0.0617333333333333
2018-12-24,0.1779
2018-12-20,-0.25
2018-12-21,0.3441749999999999
2018-12-18,0.26097
2018-12-19,0.24665
2018-12-17,0.05706
2018-12-14,0.1779
2018-12-13,-0.0094666666666666
2018-12-12,0.2049833333333333
2018-12-11,0.3071
2018-12-07,0.35402
2018-12-10,0.1944333333333333
2018-12-06,0.3224777777777777
2018-12-05,0.354975
2018-12-04,0.25996
2018-12-03,0.038725
2018-12-02,0.2082333333333333
2018-11-29,0.1779
2018-11-28,0.1779
2018-11-27,0.2044
2018-11-26,0.23734
2018-11-22,0.1295333333333333
2018-11-23,0.0516
2018-11-21,0.2364833333333333
2018-11-20,0.41325
2018-11-19,0.26955
2018-11-16,-0.4893
2018-11-15,0.2537210526315789
2018-11-14,0.2902466666666666
2018-11-13,0.1048916666666666
2018-11-12,0.21766
2018-11-09,0.0843666666666666
2018-11-11,0.0
2018-11-08,0.3359
2018-11-07,-0.00982
2018-11-05,0.3522999999999999
2018-11-06,0.30235
2018-11-02,0.7184
2018-11-03,0.4019
2018-11-04,-0.1969999999999999
2018-10-31,0.2688875
2018-11-01,0.242816
2018-10-30,0.07976
2018-10-29,0.1779
