date,score
2015-01-01,0.2044375
2015-01-02,0.2652492537313433
2015-01-03,0.2195828571428572
2015-01-04,0.3041238095238096
2015-01-05,0.2403666666666666
2015-01-06,0.2071071428571428
2015-01-07,0.2565374999999998
2015-01-08,0.3447526315789472
2015-01-09,0.2105068181818181
2015-01-10,0.2515761904761905
2015-01-11,0.2500041666666667
2015-01-12,0.338947619047619
2015-01-13,0.347489705882353
2015-01-14,0.2376950819672131
2015-01-15,0.2915819672131146
2015-01-16,0.1771859375
2015-01-17,0.1898285714285714
2015-01-18,0.2401210526315789
2015-01-19,0.2165594594594595
2015-01-20,0.3265891891891891
2015-01-21,0.2750044585987261
2015-01-22,0.3460021428571427
2015-01-23,0.3707623655913977
2015-01-24,0.2887588235294118
2015-01-25,0.3856128205128205
2015-01-26,0.2376269230769226
2015-01-27,0.0821385185185184
2015-01-28,0.163077559055118
2015-01-29,0.247300709219858
2015-01-30,0.2125183206106869
2015-01-31,0.3449833333333332
2015-02-01,0.1699821428571428
2015-02-02,0.3052920792079208
2015-02-03,0.2068746478873239
2015-02-04,0.2111393617021277
2015-02-05,0.2010052631578946
2015-02-06,0.3503616666666667
2015-02-07,0.0560823529411764
2015-02-08,0.2467928571428571
2015-02-09,0.2187506024096385
2015-02-10,0.1609153846153845
2015-02-11,0.2656829787234043
2015-02-12,0.339123188405797
2015-02-13,0.2422823529411764
2015-02-14,0.3424148148148148
2015-02-15,0.3189735294117647
2015-02-16,0.36142
2015-02-17,0.2449116666666666
2015-02-18,0.3459349206349206
2015-02-19,0.2409803278688523
2015-02-20,0.2934956521739131
2015-02-21,0.2313
2015-02-22,0.2813785714285714
2015-02-23,0.2380940298507462
2015-02-24,0.1841676056338028
2015-02-25,0.21465875
2015-02-26,0.2639855072463767
2015-02-27,0.1849425531914894
2015-02-28,0.31395
2015-03-01,0.3344560000000001
2015-03-02,0.2339947916666666
2015-03-03,0.27943
2015-03-04,0.2557745454545453
2015-03-05,0.1991753846153845
2015-03-06,0.193815254237288
2015-03-07,0.1426639999999999
2015-03-08,0.2369461538461539
2015-03-09,0.2094085714285713
2015-03-10,0.2659767857142857
2015-03-11,0.2376555555555556
2015-03-12,0.0789525974025973
2015-03-13,0.1268445544554456
2015-03-14,0.2967936170212765
2015-03-15,0.3351174999999999
2015-03-16,0.1519517647058823
2015-03-17,0.1319536585365853
2015-03-18,0.2268366906474819
2015-03-19,0.1348054945054945
2015-03-20,0.224862962962963
2015-03-21,0.0497571428571428
2015-03-22,0.33435
2015-03-23,0.3116077922077923
2015-03-24,0.2435328571428572
2015-03-25,0.1923057471264367
2015-03-26,0.2388465517241379
2015-03-27,0.3808542635658917
2015-03-28,0.425303652173917
2015-03-29,0.0959607142857142
2015-03-30,0.1578639999999999
2015-03-31,0.2125085106382979
2015-04-01,0.2555534883720931
2015-04-02,0.1118477064220183
2015-04-03,0.2425527777777778
2015-04-04,0.242358064516129
2015-04-05,0.0654135135135135
2015-04-06,0.215035403726708
2015-04-07,0.2071022727272727
2015-04-08,0.2356013157894735
2015-04-09,0.2532057971014492
2015-04-10,0.4016102040816327
2015-04-11,0.3931323529411766
2015-04-12,0.1668539999999999
2015-04-13,0.1938877192982455
2015-04-14,0.0857234042553191
2015-04-15,0.2234999999999998
2015-04-16,0.2878847826086956
2015-04-17,0.2660090909090911
2015-04-18,0.2246361111111111
2015-04-19,0.1502076923076923
2015-04-20,0.2055597826086957
2015-04-21,0.3128714285714284
2015-04-22,0.3206322916666665
2015-04-23,0.2741867924528297
2015-04-24,0.3220633928571423
2015-04-25,0.3617000000000001
2015-04-26,0.2564568181818182
2015-04-27,0.2105608695652173
2015-04-28,0.2747248000000001
2015-04-29,0.3140573394495412
2015-04-30,0.2324143589743588
2015-05-01,0.3694664062499997
2015-05-02,0.1976
2015-05-03,0.36605
2015-05-04,0.1745738805970148
2015-05-05,0.2776375000000002
2015-05-06,0.176791156462585
2015-05-07,0.3960895522388058
2015-05-08,0.1724226086956521
2015-05-09,0.2413380952380953
2015-05-10,0.2996103448275862
2015-05-11,0.2754184782608695
2015-05-12,0.3154914285714286
2015-05-13,0.2783507462686567
2015-05-14,0.3808365853658536
2015-05-15,0.2483213333333333
2015-05-16,0.0869806451612903
2015-05-17,0.2931761904761905
2015-05-18,0.281044155844156
2015-05-19,0.2775231481481481
2015-05-20,0.3290467532467533
2015-05-21,0.2911947368421052
2015-05-22,0.2883188524590164
2015-05-23,0.4041382978723405
2015-05-24,0.4050800000000001
2015-05-25,0.3105041666666667
2015-05-26,-0.0779385786802028
2015-05-27,0.3065158878504674
2015-05-28,0.2427666666666667
2015-05-29,0.3434773584905661
2015-05-30,0.3751851851851853
2015-05-31,0.4442320754716983
2015-06-01,0.3882681415929203
2015-06-02,0.4026807339449539
2015-06-03,0.2347966386554623
2015-06-04,0.21456125
2015-06-05,0.252923880597015
2015-06-06,0.3832793650793653
2015-06-07,0.4250468085106381
2015-06-08,0.3211388888888888
2015-06-09,0.1894227848101264
2015-06-10,0.2835511111111112
2015-06-11,0.295379012345679
2015-06-12,0.3420891891891894
2015-06-13,0.3707645161290321
2015-06-14,0.3807611111111111
2015-06-15,0.2343301075268818
2015-06-16,0.2296823529411765
2015-06-17,0.1472395061728395
2015-06-18,0.3354705128205129
2015-06-19,0.3491035714285714
2015-06-20,0.3347604651162791
2015-06-21,0.3331958333333333
2015-06-22,0.339275
2015-06-23,0.3623772151898735
2015-06-24,0.3433802816901408
2015-06-25,0.3500397590361446
2015-06-26,0.2302747368421053
2015-06-27,0.4482244186046513
2015-06-28,0.4882488636363639
2015-06-29,0.2987139534883722
2015-06-30,0.3003142857142858
2015-07-01,0.2583802631578947
2015-07-02,0.3253595238095239
2015-07-03,0.174465
2015-07-04,0.0440058823529412
2015-07-05,0.4067538461538461
2015-07-06,0.4353068181818182
2015-07-07,0.3669796296296296
2015-07-08,-0.0305557003257329
2015-07-09,0.091444859813084
2015-07-10,0.2445466666666669
2015-07-11,0.393509090909091
2015-07-12,0.18352
2015-07-13,0.3222517857142856
2015-07-14,0.362377142857143
2015-07-15,0.353554639175258
2015-07-16,0.1934871794871795
2015-07-17,0.3167597560975611
2015-07-18,0.2687318181818181
2015-07-19,0.4164688888888889
2015-07-20,0.4108429752066117
2015-07-21,0.1504872570194384
2015-07-22,0.1068190184049081
2015-07-23,0.2681459677419355
2015-07-24,0.1333447761194029
2015-07-25,0.3660697674418605
2015-07-26,0.2815541666666666
2015-07-27,0.2331858974358974
2015-07-28,0.1833280701754385
2015-07-29,0.2867458598726113
2015-07-30,0.2092836956521739
2015-07-31,0.2036238095238095
2015-08-01,0.2799394736842105
2015-08-02,0.2834454545454546
2015-08-03,0.2503279999999999
2015-08-04,0.3226449438202254
2015-08-05,0.2893570422535211
2015-08-06,0.1149227272727272
2015-08-07,0.2299035714285713
2015-08-08,0.3477375
2015-08-09,0.2344096774193547
2015-08-10,0.1906763636363636
2015-08-11,0.2077968749999999
2015-08-12,0.237095652173913
2015-08-13,0.2495848484848485
2015-08-14,0.2708829787234043
2015-08-15,0.382988
2015-08-16,0.4463719999999999
2015-08-17,0.3629826666666667
2015-08-18,0.2109140350877192
2015-08-19,0.4009379746835441
2015-08-20,0.2179894736842105
2015-08-21,0.0803854545454545
2015-08-22,0.0334461538461538
2015-08-23,-0.0759499999999999
2015-08-24,0.0035298507462686
2015-08-25,0.2705306451612904
2015-08-26,0.3194590163934426
2015-08-27,0.1832333333333333
2015-08-28,0.0382775510204081
