date,score
2015-01-01,0.3381862068965517
2015-01-02,0.2708014084507043
2015-01-03,0.4637430232558147
2015-01-04,0.4763204633204641
2015-01-05,0.4460676966292131
2015-01-06,0.4606994999999994
2015-01-07,0.3906131696428566
2015-01-08,0.32828698315467
2015-01-09,0.3331895470383276
2015-01-10,0.4656042553191497
2015-01-11,0.4697980519480525
2015-01-12,0.2235743670886078
2015-01-13,0.2479166666666668
2015-01-14,0.1557760330578512
2015-01-15,0.1776520270270268
2015-01-16,0.209199494949495
2015-01-17,0.3382168067226889
2015-01-18,0.3882446808510638
2015-01-19,0.4541344827586211
2015-01-20,0.284847916666667
2015-01-21,0.3786807971014493
2015-01-22,0.3415146408839773
2015-01-23,0.3457794425087109
2015-01-24,0.4221201342281884
2015-01-25,0.4576099378881991
2015-01-26,0.3375218045112781
2015-01-27,0.3397140762463342
2015-01-28,0.3444213058419244
2015-01-29,0.2044378516624041
2015-01-30,0.2141514200298953
2015-01-31,0.3757535519125689
2015-02-01,0.4885026143790853
2015-02-02,0.3105210727969348
2015-02-03,0.3163519083969467
2015-02-04,0.3647259433962266
2015-02-05,0.2222663212435236
2015-02-06,0.2998685823754795
2015-02-07,0.3608791304347828
2015-02-08,0.3976937500000003
2015-02-09,0.3448451977401136
2015-02-10,0.3216639344262297
2015-02-11,0.3350431924882633
2015-02-12,0.2724385350318472
2015-02-13,0.3270983193277316
2015-02-14,0.4056763636363641
2015-02-15,0.3933834645669296
2015-02-16,0.3293119205298017
2015-02-17,0.2130552995391706
2015-02-18,0.2654406250000005
2015-02-19,0.3129934497816597
2015-02-20,0.2824155115511554
2015-02-21,0.3981317460317465
2015-02-22,0.4329266055045876
2015-02-23,0.265499126637555
2015-02-24,0.1844221088435376
2015-02-25,0.2452405541561716
2015-02-26,0.222654888888889
2015-02-27,0.2221355769230771
2015-02-28,0.3086820809248557
2015-03-01,0.2048229813664596
2015-03-02,0.2708866141732284
2015-03-03,0.1441318584070798
2015-03-04,0.2127473309608543
2015-03-05,0.1870254480286739
2015-03-06,0.2627180147058826
2015-03-07,0.2943232394366199
2015-03-08,0.2766886363636365
2015-03-09,0.2760704000000002
2015-03-10,0.303175555555556
2015-03-11,0.2426496031746033
2015-03-12,0.2747678160919543
2015-03-13,0.3323863281250002
2015-03-14,0.4225707142857147
2015-03-15,0.440782666666667
2015-03-16,0.3155445414847163
2015-03-17,0.2887244067796609
2015-03-18,0.3054928571428575
2015-03-19,0.2591872791519439
2015-03-20,0.2786584775086508
2015-03-21,0.2763158192090398
2015-03-22,0.333188888888889
2015-03-23,0.2407260223048329
2015-03-24,0.3277693617021279
2015-03-25,0.2619704
2015-03-26,0.236085230769231
2015-03-27,0.2012009118541038
2015-03-28,0.3986368663594471
2015-03-29,0.3490000000000005
2015-03-30,0.2923185483870972
