date,score
2015-01-02,0.2030914529914531
2015-01-03,0.1552941176470588
2015-01-04,0.3357146341463414
2015-01-05,0.3583196969696968
2015-01-06,0.2002883928571428
2015-01-07,0.2511549180327869
2015-01-08,0.2757595041322314
2015-01-09,0.2400450450450452
2015-01-10,0.0798894736842105
2015-01-11,0.4281600000000002
2015-01-12,0.2096635071090045
2015-01-13,0.1064996732026143
2015-01-14,0.080375720164609
2015-01-15,0.2501107382550335
2015-01-16,0.2798966101694914
2015-01-17,0.1955958333333335
2015-01-18,0.2336660714285714
2015-01-19,0.3085000000000001
2015-01-20,0.2617690140845069
2015-01-21,0.2862417721518988
2015-01-22,0.2422513513513514
2015-01-23,0.2759628099173553
2015-01-24,0.2857181818181818
2015-01-25,0.3497111111111112
2015-01-26,0.3728686956521736
2015-01-27,0.2894126126126125
2015-01-28,0.2846327731092437
2015-01-29,0.3266662337662333
2015-01-30,0.2955213675213675
2015-01-31,0.1518
2015-02-01,0.3280342857142858
2015-02-02,0.272708
2015-02-03,0.3223611570247932
2015-02-04,0.3584775280898878
2015-02-05,0.226633962264151
2015-02-06,0.2141618749999999
2015-02-07,0.2654548387096774
2015-02-08,0.2498093333333334
2015-02-09,0.2177887218045113
2015-02-10,0.1410256704980842
2015-02-11,0.0516040417209907
2015-02-12,0.1049649649649648
2015-02-13,0.1241205479452054
2015-02-14,0.1917511904761905
2015-02-15,0.174137962962963
2015-02-16,0.1238572463768115
2015-02-17,0.1898926829268291
2015-02-18,0.2246408163265306
2015-02-19,0.1918239316239315
2015-02-20,0.2410396226415093
2015-02-21,0.1805666666666668
2015-02-22,0.2371743589743589
2015-02-23,0.210213953488372
2015-02-24,0.2411235042735044
2015-02-25,0.0959563106796117
2015-02-26,0.1583536
2015-02-27,0.1271798449612403
2015-02-28,0.2692425
2015-03-01,0.2533074074074074
2015-03-02,0.0611118556701031
2015-03-03,0.1447218543046358
2015-03-04,0.1132711538461539
2015-03-05,0.1290210843373494
2015-03-06,0.0641043478260869
2015-03-07,0.2244619047619048
2015-03-08,0.1614878378378378
2015-03-09,0.0145724137931034
2015-03-10,0.1584927461139897
2015-03-11,0.1943877005347593
2015-03-12,0.0926786259541985
2015-03-13,0.1583070833333333
2015-03-14,0.1635329268292683
2015-03-15,0.2589703296703296
2015-03-16,0.178443769968051
2015-03-17,0.2048307142857144
2015-03-18,0.2709821839080456
2015-03-19,0.1712577272727274
2015-03-20,0.223283615819209
2015-03-21,0.2227000000000001
2015-03-22,0.2635441860465117
2015-03-23,0.1932373831775701
2015-03-24,0.1726785123966943
2015-03-25,0.1730367567567567
2015-03-26,0.2228857142857143
2015-03-27,0.1448685185185183
2015-03-28,0.191821568627451
2015-03-29,0.3108038961038962
2015-03-30,0.2515182902584492
2015-03-31,0.2255341176470586
2015-04-01,0.1380674008810573
2015-04-02,0.2013175675675676
2015-04-03,0.2040638655462185
2015-04-04,0.1939784615384616
2015-04-05,0.1970100000000001
2015-04-06,0.190817256637168
2015-04-07,0.1940512195121952
2015-04-08,0.1549906832298135
2015-04-09,0.1782317919075145
2015-04-10,0.1799560344827586
2015-04-11,0.3744793650793652
2015-04-12,0.249498
2015-04-13,0.0191066037735849
2015-04-14,0.2321247058823526
2015-04-15,0.174231
2015-04-16,0.2235384615384615
2015-04-17,0.1311142857142857
2015-04-18,0.0271833333333333
2015-04-19,0.1252153846153846
2015-04-20,0.1251491228070176
2015-04-21,0.185147619047619
2015-04-22,0.2330576323987536
2015-04-23,0.264160655737705
2015-04-24,0.2439463709677417
2015-04-25,0.172874647887324
2015-04-26,0.2164352941176472
2015-04-27,0.2360590809628005
2015-04-28,0.2108010416666665
2015-04-29,0.2307372781065087
2015-04-30,0.2196349650349647
2015-05-01,0.2275606149341145
2015-05-02,0.2668328244274809
2015-05-03,0.1920846153846153
2015-05-04,0.2162674641148323
2015-05-05,0.2520751572327042
2015-05-06,0.1861504258943779
2015-05-07,0.0396544419134397
2015-05-08,0.1498280701754386
2015-05-09,0.2594026548672565
2015-05-10,0.3162607843137255
2015-05-11,0.205618817204301
2015-05-12,0.2267387096774193
2015-05-13,0.263048795180723
2015-05-14,0.2530526627218933
2015-05-15,0.127612087912088
2015-05-16,0.192863768115942
2015-05-17,0.161296923076923
2015-05-18,-0.0468395833333332
2015-05-19,-0.1962074468085106
2015-05-20,0.1911624113475177
2015-05-21,0.0498282485875706
2015-05-22,0.0711015384615384
2015-05-23,0.3095222222222223
2015-05-24,-0.0606814814814814
2015-05-25,0.2874967213114754
2015-05-26,0.1966008620689655
2015-05-27,0.3183926605504587
2015-05-28,0.2886196629213481
