,date,score,label
0,2020-01-28,0.0745189189189189,2
1,2020-01-26,0.0106428571428571,2
2,2020-01-27,0.26495,3
3,2020-01-24,0.25808,3
4,2020-01-23,0.1044666666666666,2
5,2020-01-25,0.0004528433462076009,2
6,2020-01-22,-0.0299444444444444,2
7,2020-01-21,0.1226578947368421,2
8,2020-01-20,0.2978472222222222,3
9,2020-01-19,0.0706,2
10,2020-01-17,0.108,2
11,2020-01-18,-0.0054323429797191606,2
12,2020-01-16,0.1708875,2
13,2020-01-15,0.2366307692307692,3
14,2020-01-14,0.0219266666666666,2
15,2020-01-13,0.2715428571428571,3
16,2020-01-12,0.01005,2
17,2020-01-10,0.2289090909090909,3
18,2020-01-11,0.4256,3
19,2020-01-09,0.1828666666666666,2
20,2020-01-08,0.2744749999999999,3
21,2020-01-06,0.1765714285714286,2
22,2020-01-07,0.1264,2
23,2020-01-05,0.2965212121212122,3
24,2020-01-04,0.296,3
25,2020-01-03,0.1999,3
26,2020-01-02,0.3014909090909091,3
27,2019-12-31,0.1813,2
28,2020-01-01,-0.1112249999999999,2
29,2019-12-29,0.4201333333333334,3
30,2019-12-30,0.4754,3
31,2019-12-27,0.327525,3
32,2019-12-26,0.3881999999999999,3
33,2019-12-23,0.2422555555555555,3
34,2019-12-24,0.2263,3
35,2019-12-25,0.4175,3
36,2019-12-28,-0.004959307958269483,2
37,2019-12-20,0.4787727272727272,3
38,2019-12-22,0.1531,2
39,2019-12-21,0.009632536920886734,2
40,2019-12-19,0.2741260869565218,3
41,2019-12-18,0.3394111111111111,3
42,2019-12-17,0.1535818181818181,2
43,2019-12-16,0.4329375,3
44,2019-12-13,0.4389125,3
45,2019-12-14,-0.004145132202653696,2
46,2019-12-12,0.1437666666666666,2
47,2019-12-15,0.4994999999999999,3
48,2019-12-11,0.33839,3
49,2019-12-10,0.0424199999999999,2
50,2019-12-09,-0.0881333333333333,2
51,2019-12-08,0.079725,2
52,2019-12-05,0.2542862068965518,3
53,2019-12-06,0.33374,3
54,2019-12-07,0.2571666666666667,3
55,2019-12-04,0.2847166666666666,3
56,2019-12-03,0.0515615384615384,2
57,2019-12-02,0.27455,3
58,2019-11-28,-0.0516,2
59,2019-11-29,-0.3612,1
60,2019-12-01,0.2,3
61,2019-11-27,-0.27295,1
62,2019-11-22,0.51315,3
63,2019-11-25,0.3021,3
64,2019-11-26,-0.3601,1
65,2019-11-21,-0.0050375,2
66,2019-11-19,0.2618187499999999,3
67,2019-11-20,0.0738071428571428,2
68,2019-11-18,0.0815285714285714,2
69,2019-11-24,-0.007557508267025051,2
70,2019-11-15,-0.28605,1
71,2019-11-17,0.087375,2
72,2019-11-13,0.0192,2
73,2019-11-14,0.0718,2
74,2019-11-12,0.3520333333333333,3
75,2019-11-11,0.3754666666666666,3
76,2019-11-07,0.0734249999999999,2
77,2019-11-08,0.3395,3
78,2019-11-10,0.1027,2
79,2019-11-06,0.0772,2
80,2019-11-05,0.1403666666666666,2
81,2019-11-02,-0.3818,1
82,2019-11-03,0.005634124482653067,2
83,2019-11-04,0.1262508474576271,2
84,2019-11-01,0.2320199999999999,3
85,2019-10-31,-0.06941,2
86,2019-10-30,0.1691999999999999,2
87,2019-10-29,0.2917,3
88,2019-10-28,0.2745375,3
89,2019-10-25,0.19985,3
90,2019-10-23,0.1813,2
91,2019-10-24,0.1935666666666666,2
92,2019-10-22,0.1185428571428571,2
93,2019-10-18,0.1596333333333333,2
94,2019-10-21,0.3220454545454546,3
95,2019-10-17,0.1484,2
96,2019-10-16,-0.0975199999999999,2
97,2019-10-15,-0.074575,2
98,2019-10-11,0.0967666666666666,2
99,2019-10-14,-0.3700333333333334,1
100,2019-10-10,0.1016714285714285,2
101,2019-10-09,0.505675,3
102,2019-10-07,0.1107857142857142,2
103,2019-10-08,0.2272833333333333,3
104,2019-10-05,-0.07352,2
105,2019-10-06,0.06654,2
106,2019-10-04,0.2063625,3
107,2019-10-03,0.361375,3
108,2019-10-01,0.0543666666666666,2
109,2019-10-02,0.1027,2
110,2019-09-27,-0.1621999999999999,1
111,2019-09-30,0.11476,2
112,2019-09-25,0.2724,3
113,2019-09-26,0.2156499999999999,3
114,2019-09-24,0.1728333333333333,2
115,2019-09-23,0.0200124999999999,2
116,2019-09-20,0.2321,3
117,2019-09-21,-0.0012987017526998402,2
118,2019-09-19,0.2066166666666666,3
119,2019-09-18,0.115675,2
120,2019-09-17,0.1566999999999999,2
121,2019-09-16,0.0413428571428571,2
122,2019-09-13,0.1261818181818182,2
123,2019-09-12,-0.0234999999999999,2
124,2019-09-11,0.005893392810181251,2
125,2019-09-10,0.3113952380952381,3
126,2019-09-09,0.265865625,3
127,2019-09-07,0.0623999999999999,2
128,2019-09-08,0.0293,2
129,2019-09-05,0.3679874999999999,3
130,2019-09-06,0.1442,2
131,2019-09-03,0.1463833333333333,2
132,2019-09-04,-0.0207199999999999,2
133,2019-08-31,-0.001944065130011332,2
134,2019-09-01,-0.19935,1
135,2019-09-02,-0.0451,2
136,2019-08-29,0.0801499999999999,2
137,2019-08-30,0.4729499999999999,3
138,2019-08-28,0.1519625,2
139,2019-08-26,0.2160566666666667,3
140,2019-08-27,0.129548,2
141,2019-08-23,-0.0529285714285714,2
142,2019-08-21,0.0828999999999999,2
143,2019-08-22,0.25,3
144,2019-10-27,0.31686,3
145,2019-08-20,0.4095399999999999,3
146,2019-08-16,-0.3182,1
147,2019-08-19,0.2152111111111111,3
148,2019-08-14,-0.166875,1
149,2019-08-15,0.4390499999999999,3
150,2019-08-13,0.036284,2
