,date,score,label
0,2020-01-23,0.30414,3
1,2020-01-21,-0.37985,1
2,2020-01-20,0.4903,3
3,2020-01-22,0.3884666666666667,3
4,2020-01-25,0.48945,3
5,2020-01-17,0.5106,3
6,2020-01-16,0.3687999999999999,3
7,2020-01-15,0.04165,2
8,2020-01-14,0.1112285714285714,2
9,2020-01-13,0.3522999999999999,3
10,2020-01-09,0.296,3
11,2020-01-10,0.4956333333333333,3
12,2020-01-08,0.3163,3
13,2020-01-07,0.2732,3
14,2020-01-03,0.1315444444444444,2
15,2019-12-26,0.3538,3
16,2019-12-31,0.005068352535422691,2
17,2019-12-20,0.0815999999999999,2
18,2019-12-21,-0.03025,2
19,2019-12-22,0.5818,4
20,2019-12-23,0.26025,3
21,2019-12-18,0.365582857142857,3
22,2019-12-19,0.2373666666666667,3
23,2019-12-17,0.5109,3
24,2019-12-13,0.7717,4
25,2019-12-12,-0.0018,2
26,2019-12-10,0.1812333333333333,3
27,2019-12-11,-0.24845,1
28,2019-12-09,-0.3818666666666666,1
29,2019-12-06,0.25,3
30,2019-12-07,0.007735037586371787,2
31,2019-12-08,0.28896,3
32,2019-12-05,0.44086,3
33,2019-12-04,0.2775928571428571,3
34,2019-11-28,0.5267,4
35,2019-12-01,0.2023,3
36,2019-12-02,0.25895,3
37,2019-11-26,0.0648,2
38,2019-11-22,-0.1992,1
39,2019-11-24,0.5574,4
40,2019-11-25,-0.0098,2
41,2019-11-19,0.5119,3
42,2019-11-20,0.2735333333333333,3
43,2019-11-21,0.189,3
44,2019-11-18,0.2257156862745098,3
45,2019-11-15,-0.0072499999999999,2
46,2019-11-16,0.0772,2
47,2019-11-14,0.2319999999999999,3
48,2019-11-10,-0.2732,1
49,2019-11-11,0.0035236010897557414,2
50,2019-11-12,-0.0772,2
51,2019-11-08,0.2258333333333333,3
52,2019-11-05,0.296,3
53,2019-11-06,0.0988999999999999,2
54,2019-11-07,0.0068,2
55,2019-11-02,0.4019,3
56,2019-11-03,0.2550851851851852,3
57,2019-11-04,0.1270125,2
58,2019-10-29,0.0390666666666666,2
59,2019-10-30,0.6428,4
60,2019-10-31,0.0033,2
61,2019-11-01,0.5574,4
62,2019-10-28,0.3964666666666667,3
63,2019-10-24,0.1118125,2
64,2019-10-25,0.1655,2
65,2019-10-27,-0.2173,1
66,2019-10-23,0.0176428571428571,2
67,2019-10-21,0.3703249999999999,3
68,2019-10-22,0.2310499999999999,3
69,2019-10-17,0.2834862068965517,3
70,2019-10-18,0.1757874999999999,3
71,2019-10-20,-0.0542999999999999,2
72,2019-10-15,0.26755,3
73,2019-10-16,-0.37014,1
74,2019-10-09,0.1386,2
75,2019-10-11,0.4215,3
76,2019-10-14,0.5256,4
77,2019-10-08,-0.004898557118525564,2
78,2019-10-04,-0.0215666666666666,2
79,2019-10-05,-0.0022216411019173976,2
80,2019-10-06,-0.006617360424856831,2
81,2019-10-07,0.191025,3
82,2019-10-03,0.1285117647058823,2
83,2019-09-27,-0.2023,1
84,2019-09-30,-0.0468499999999999,2
85,2019-10-01,0.39305,3
86,2019-10-02,0.2672030303030303,3
87,2019-09-23,0.17665,3
88,2019-09-25,0.03906,2
89,2019-09-26,0.3954,3
90,2019-09-19,-0.0041,2
91,2019-09-22,0.3818,3
92,2019-09-17,0.3075342857142857,3
93,2019-09-18,0.1603684210526315,2
94,2019-09-16,0.6369,4
95,2019-09-09,-0.0120499999999999,2
96,2019-09-10,0.0563,2
97,2019-09-11,0.4252666666666667,3
98,2019-09-13,0.2345999999999999,3
99,2019-09-06,0.14245,2
100,2019-08-29,0.50715,3
101,2019-08-30,0.1265333333333333,2
102,2019-09-04,0.2353666666666667,3
103,2019-09-05,0.3726333333333333,3
104,2019-08-25,0.0372749999999999,2
105,2019-08-27,0.2493,3
106,2019-08-28,0.3016666666666667,3
107,2019-08-20,0.1679419354838709,2
108,2019-08-21,0.3966217391304347,3
109,2019-08-22,0.0564666666666666,2
110,2019-08-19,-0.008516288652712076,2
111,2019-08-23,-0.008270523913846993,2
112,2019-08-14,-0.00597022932994322,2
113,2019-08-15,0.296,3
114,2019-08-16,0.2897,3
115,2019-08-13,0.2669333333333333,3
116,2019-08-08,0.2235714285714285,3
117,2019-08-09,-0.1611,2
118,2019-08-12,-0.2130666666666666,1
119,2019-08-07,0.0118837837837837,2
120,2019-08-05,-0.3818,1
121,2019-08-06,0.354325,3
122,2019-08-01,-0.03174,2
123,2019-07-31,0.7003,4
124,2019-08-02,-0.3638,1
125,2019-07-29,0.2531000000000001,3
126,2019-07-25,0.1329972972972972,2
127,2019-07-26,0.1501266666666666,2
128,2019-07-27,0.0026150456144033952,2
129,2019-07-24,0.1186714285714285,2
130,2019-07-23,0.3317,3
131,2019-07-22,0.19315,3
132,2019-07-19,0.1233583333333333,2
133,2019-07-17,-0.0777499999999999,2
134,2019-07-18,0.0212749999999999,2
135,2019-07-10,-0.0020666666666666,2
136,2019-07-11,0.4767,3
137,2019-07-16,0.2368172413793103,3
138,2019-07-03,0.3021,3
139,2019-07-04,0.3818,3
140,2019-07-05,0.1779,3
141,2019-07-09,0.3343,3
142,2019-07-02,0.349,3
143,2019-06-26,0.5719,4
144,2019-06-28,0.5627333333333334,4
145,2019-06-19,0.435,3
146,2019-06-20,0.0258,2
147,2019-06-21,-0.05165,2
148,2019-06-22,-0.004611817820893249,2
149,2019-06-23,0.1779,3
150,2019-06-24,-0.003085646959309296,2
151,2019-06-25,-0.0590499999999999,2
152,2019-06-14,0.206725,3
153,2019-06-18,0.3040833333333333,3
