Date,Open,Low,Close,Volume
2015-01-02,44.574001,42.652,43.862,23822000
2015-01-05,42.91,41.431999,42.018002,26842500
2015-01-06,42.012001,40.841999,42.256001,31309500
2015-01-07,42.669998,41.956001,42.189999,14842000
2015-01-08,42.562,42.001999,42.124001,17212500
2015-01-09,41.784,40.992001,41.332001,23341500
2015-01-12,40.610001,39.849998,40.442001,29751500
2015-01-13,40.664001,40.181999,40.849998,22386500
2015-01-14,37.166,37.0,38.537998,57759500
2015-01-15,38.897999,38.0,38.374001,26082500
2015-01-16,38.139999,37.93,38.613998,18016000
2015-01-20,38.773998,37.408001,38.386002,22516000
2015-01-21,37.91,37.902,39.313999,20765000
2015-01-22,39.400002,39.040001,40.324001,20584500
2015-01-23,40.057999,39.666,40.257999,17193000
2015-01-26,40.366001,40.209999,41.310001,16172500
2015-01-27,40.883999,40.66,41.195999,13905000
2015-01-28,41.222,39.683998,39.874001,15748000
2015-01-29,40.214001,39.299999,41.040001,17740500
2015-01-30,40.792,40.599998,40.720001,15035000
2015-02-02,40.793999,40.66,42.188,20746000
2015-02-03,42.644001,42.254002,43.672001,24131000
2015-02-04,43.658001,43.360001,43.709999,16527000
2015-02-05,43.976002,43.928001,44.198002,17614500
2015-02-06,44.400002,43.299999,43.472,16219500
2015-02-09,43.076,42.397999,43.495998,17362000
2015-02-10,43.509998,43.0,43.257999,26952500
2015-02-11,42.442001,41.456001,42.560001,48845500
2015-02-12,38.714001,38.655998,40.576,78248000
2015-02-13,40.580002,40.181999,40.754002,30955000
2015-02-17,41.139999,40.299999,40.869999,19898000
2015-02-18,40.834,40.52,40.891998,13568000
2015-02-19,41.0,40.75,42.341999,25770500
2015-02-20,42.155998,41.962002,43.422001,29910500
2015-02-23,43.132,41.265999,41.467999,42499000
2015-02-24,41.458,40.34,40.821999,33018000
2015-02-25,40.987999,40.515999,40.751999,19547500
2015-02-26,40.799999,40.444,41.438,32364500
2015-02-27,41.380001,40.560001,40.667999,19410500
2015-03-02,40.540001,39.166,39.466,39610500
2015-03-03,39.362,39.063999,39.911999,22161500
2015-03-04,39.849998,39.442001,40.487999,21110000
2015-03-05,40.57,40.029999,40.125999,24385000
2015-03-06,39.841999,38.43,38.776001,33562000
2015-03-09,38.877998,37.650002,38.175999,33683500
2015-03-10,37.692001,37.52,38.063999,27898500
2015-03-11,38.23,38.202,38.748001,24874500
2015-03-12,38.75,37.950001,38.214001,20746500
2015-03-13,37.790001,37.464001,37.736,27171500
2015-03-16,38.400002,37.959999,39.139999,28144000
2015-03-17,39.085999,38.787998,38.945999,24470500
2015-03-18,38.992001,38.622002,40.141998,24104500
2015-03-19,40.400002,38.905998,39.130001,42376000
2015-03-20,39.490002,39.124001,39.616001,21347500
2015-03-23,39.700001,39.493999,39.925999,13158000
2015-03-24,40.316002,39.950001,40.344002,18249500
2015-03-25,39.653999,38.540001,38.860001,28652000
2015-03-26,38.784,37.939999,38.082001,20640000
2015-03-27,37.813999,36.279999,37.0,43024500
2015-03-30,37.169998,36.360001,38.113998,50447500
2015-03-31,38.706001,37.681999,37.754002,25133000
2015-04-01,37.740002,37.209999,37.518002,18973000
2015-04-02,38.046001,38.0,38.200001,25052000
2015-04-06,39.599998,39.5,40.619999,62279000
2015-04-07,40.501999,40.228001,40.650002,21739500
2015-04-08,41.639999,41.174,41.534,31515500
2015-04-09,41.686001,41.223999,42.018002,19001000
2015-04-10,41.970001,41.799999,42.18,20338500
2015-04-13,42.088001,41.810001,41.956001,18791000
2015-04-14,41.714001,41.099998,41.492001,15130000
2015-04-15,41.492001,41.32,41.566002,9762000
2015-04-16,41.540001,41.257999,41.34,8295500
2015-04-17,40.998001,40.700001,41.358002,12349500
2015-04-20,41.355999,40.77,41.054001,12796500
2015-04-21,41.16,40.862,41.882,17162500
2015-04-22,42.5,42.338001,43.888,39315000
2015-04-23,43.653999,43.43,43.720001,22056000
2015-04-24,44.099998,43.602001,43.686001,12139000
2015-04-27,44.512001,44.400002,46.310001,58363000
2015-04-28,46.950001,45.605999,46.096001,30427000
2015-04-29,46.009998,45.526001,46.490002,19680500
2015-04-30,46.077999,45.034,45.209999,19559500
2015-05-01,45.987999,44.082001,45.206001,26408500
2015-05-04,45.636002,45.422001,46.102001,22173000
2015-05-05,47.551998,45.826,46.59,28984500
2015-05-06,46.82,45.639999,46.085999,26354500
2015-05-07,44.200001,44.049999,47.360001,47279500
2015-05-08,47.198002,46.740002,47.321999,23341000
2015-05-11,47.257999,47.062,47.897999,28361500
2015-05-12,48.021999,47.638,48.948002,31817000
2015-05-13,49.521999,48.450001,48.636002,27201000
2015-05-14,48.964001,48.25,48.82,14479500
2015-05-15,48.785999,48.5,49.768002,22638000
2015-05-18,49.400002,49.200001,49.75,16766000
2015-05-19,49.686001,49.23,49.428001,18371000
2015-05-20,49.425999,48.273998,48.869999,18778000
2015-05-21,48.605999,48.472,49.124001,9853000
2015-05-22,49.076,49.001999,49.546001,11115500
2015-05-26,49.535999,49.299999,49.492001,17493500
2015-05-27,49.702,49.110001,49.486,17041000
2015-05-28,49.405998,49.009998,50.290001,18236500
2015-05-29,50.200001,49.886002,50.16,18946500
2015-06-01,50.282001,49.493999,49.889999,12525500
2015-06-02,49.784,49.259998,49.669998,10674000
2015-06-03,49.639999,49.402,49.798,8907500
2015-06-04,49.5,49.141998,49.183998,12268000
2015-06-05,49.200001,49.136002,49.827999,15110000
2015-06-08,50.169998,50.062,51.257999,25085000
2015-06-09,51.080002,50.827999,51.200001,13055500
2015-06-10,50.380001,49.700001,50.139999,17272500
2015-06-11,50.652,50.085999,50.282001,10220500
2015-06-12,50.042,50.042,50.138,7111500
2015-06-15,49.939999,49.202,50.076,10931000
2015-06-16,50.026001,49.82,50.624001,9923500
2015-06-17,50.433998,50.403999,52.082001,27564500
2015-06-18,52.400002,52.004002,52.377998,13913500
2015-06-19,52.48,52.02,52.501999,12315000
2015-06-22,52.43,51.138,51.958,22805500
2015-06-23,52.063999,51.714001,53.534,19354000
2015-06-24,53.396,52.743999,53.034,12061500
2015-06-25,53.290001,53.049999,53.757999,14246000
2015-06-26,53.778,53.200001,53.417999,19192000
2015-06-29,52.389999,52.139999,52.403999,17394500
2015-06-30,52.959999,52.799999,53.652,15434500
2015-07-01,54.222,53.57,53.830002,10506000
2015-07-02,56.040001,54.661999,56.004002,35819500
2015-07-06,55.776001,55.259998,55.944,20609500
2015-07-07,55.0,52.153999,53.576,30525500
2015-07-08,51.863998,50.862,50.992001,31105500
2015-07-09,51.816002,51.358002,51.584,16670500
2015-07-10,52.444,51.563999,51.830002,13054500
2015-07-13,52.450001,51.209999,52.431999,14801500
2015-07-14,52.419998,52.102001,53.130001,9538000
2015-07-15,53.348,52.416,52.627998,10108000
2015-07-16,52.844002,52.632,53.335999,8080000
2015-07-17,54.5,53.650002,54.931999,25020500
2015-07-20,55.0,54.507999,56.452,24892500
2015-07-21,54.009998,53.310001,53.354,30543500
2015-07-22,52.254002,52.172001,53.574001,15525000
2015-07-23,53.93,53.054001,53.439999,11136000
2015-07-24,53.476002,52.784,53.082001,14182500
2015-07-27,52.486,50.158001,50.602001,23471000
2015-07-28,51.150002,50.368,52.964001,19479000
2015-07-29,52.854,52.400002,52.764,13950500
2015-07-30,52.537998,52.422001,53.358002,10173000
2015-07-31,53.52,53.023998,53.23,11113000
2015-08-03,53.257999,51.414001,51.998001,12767500
2015-08-04,52.001999,51.667999,53.256001,11762500
2015-08-05,52.716,52.080002,54.026001,31071500
2015-08-06,49.908001,47.223999,49.226002,73119000
2015-08-07,48.716,47.678001,48.501999,25367000
2015-08-10,47.630001,47.209999,48.228001,20929500
2015-08-11,47.43,46.888,47.473999,21324500
2015-08-12,47.0,46.548,47.633999,18640000
2015-08-13,47.972,47.824001,48.501999,23446000
2015-08-14,49.448002,48.354,48.630001,21824000
2015-08-17,51.112,50.102001,50.998001,35883500
2015-08-18,51.076,50.712002,52.144001,20975000
2015-08-19,52.066002,51.004002,51.049999,18021500
2015-08-20,50.411999,48.380001,48.436001,24529000
2015-08-21,47.200001,46.102001,46.153999,32951000
2015-08-24,40.557999,39.0,43.773998,47908000
2015-08-25,46.104,43.824001,44.006001,21636500
2015-08-26,45.585999,43.102001,44.967999,24815000
2015-08-27,46.200001,46.161999,48.598,38280000
2015-08-28,48.372002,48.313999,49.695999,27568500
2015-08-31,49.124001,49.102001,49.812,23501000
2015-09-01,48.068001,47.394001,47.726002,27274000
2015-09-02,49.060001,47.956001,49.537998,23146000
2015-09-03,50.411999,49.0,49.113998,20974000
2015-09-04,48.178001,47.639999,48.386002,18446000
2015-09-08,49.009998,48.810001,49.633999,15691000
2015-09-09,50.41,49.66,49.782001,16954000
2015-09-10,49.445999,49.066002,49.695999,13545000
2015-09-11,49.528,48.945999,50.048,11754000
2015-09-14,50.220001,49.933998,50.638,14454500
2015-09-15,50.549999,49.900002,50.714001,14667500
2015-09-16,50.608002,50.576,52.450001,22085500
2015-09-17,52.792,52.138,52.414001,17929000
2015-09-18,51.591999,51.5,52.124001,18815500
2015-09-21,52.796001,51.16,52.84,30601000
2015-09-22,51.806,51.174,52.188,18322000
2015-09-23,52.389999,51.515999,52.212002,13004000
2015-09-24,51.905998,51.242001,52.624001,17241000
2015-09-25,53.321999,51.23,51.382,18867000
2015-09-28,51.470001,49.321999,49.686001,24505500
2015-09-29,50.091999,49.091999,49.330002,18516000
2015-09-30,50.400002,48.467999,49.68,24648000
2015-10-01,49.501999,47.425999,47.976002,22865000
2015-10-02,47.119999,46.986,49.514,22120000
2015-10-05,49.768002,48.826,49.23,18449500
2015-10-06,48.0,47.116001,48.292,26126000
2015-10-07,47.326,45.824001,46.391998,34070000
2015-10-08,46.015999,44.262001,45.344002,30666000
2015-10-09,44.186001,43.672001,44.138,30792000
2015-10-12,44.598,43.054001,43.116001,19181500
2015-10-13,42.655998,42.226002,43.849998,25857500
2015-10-14,44.133999,43.085999,43.375999,15522000
2015-10-15,43.285999,42.740002,44.262001,14221000
2015-10-16,44.608002,44.574001,45.402,21672500
2015-10-19,45.299999,44.987999,45.619999,12539500
2015-10-20,45.543999,40.400002,42.605999,74500000
2015-10-21,42.397999,41.759998,42.018002,20757500
2015-10-22,42.312,41.880001,42.344002,14126000
2015-10-23,43.0,41.537998,41.818001,21177500
2015-10-26,42.276001,42.0,43.051998,16957000
2015-10-27,42.967999,41.501999,42.07,17597000
2015-10-28,42.262001,41.66,42.591999,13643000
2015-10-29,42.349998,42.127998,42.326,9025000
2015-10-30,42.080002,40.778,41.386002,22194500
2015-11-02,41.784,41.444,42.757999,19639500
2015-11-03,42.77,41.549999,41.669998,41662500
2015-11-04,45.400002,45.040001,46.326,63632000
2015-11-05,46.116001,45.838001,46.354,22484000
2015-11-06,46.139999,45.900002,46.472,12226500
2015-11-09,46.598,44.862,45.066002,19254500
2015-11-10,44.695999,43.216,43.299999,23085000
2015-11-11,43.554001,42.726002,43.816002,16739000
2015-11-12,43.57,42.532001,42.588001,14579500
2015-11-13,42.59,41.304001,41.438,17151500
2015-11-16,41.217999,41.16,42.862,14627000
2015-11-17,43.040001,42.279999,42.799999,10743500
2015-11-18,42.900002,42.504002,44.214001,14059500
2015-11-19,44.108002,44.060001,44.360001,12522000
2015-11-20,44.698002,42.716,44.001999,22003500
2015-11-23,43.470001,42.936001,43.549999,12631000
2015-11-24,43.074001,43.0,43.650002,12401500
2015-11-25,44.268002,44.076,45.928001,19954000
2015-11-27,46.212002,45.402,46.321999,9747000
2015-11-30,46.358002,45.816002,46.051998,13299000
2015-12-01,46.212002,46.209999,47.438,18670000
2015-12-02,47.400002,46.245998,46.397999,14907500
2015-12-03,47.096001,46.0,46.542,14698000
2015-12-04,46.492001,45.532001,46.076,12868000
2015-12-07,45.540001,45.23,46.226002,15721000
2015-12-08,45.504002,44.84,45.344002,13438000
2015-12-09,45.34,44.144001,44.903999,15289000
2015-12-10,44.942001,44.728001,45.414001,10358500
2015-12-11,45.048,43.327999,43.403999,16343500
2015-12-14,43.501999,42.973999,43.716,14135500
2015-12-15,44.363998,43.599998,44.217999,11222000
2015-12-16,44.419998,44.146,46.902,25521500
2015-12-17,46.787998,45.962002,46.678001,16493000
2015-12-18,46.577999,45.858002,46.091999,15071000
