,date,score,label
0,2015-01-02,0.2030914529914531,3
1,2015-01-03,0.1552941176470588,2
2,2015-01-04,0.3357146341463414,3
3,2015-01-05,0.3583196969696968,4
4,2015-01-06,0.2002883928571428,3
5,2015-01-07,0.2511549180327869,3
6,2015-01-08,0.2757595041322314,3
7,2015-01-09,0.2400450450450452,3
8,2015-01-10,0.0798894736842105,2
9,2015-01-11,0.4281600000000002,4
10,2015-01-12,0.2096635071090045,3
11,2015-01-13,0.1064996732026143,2
12,2015-01-14,0.080375720164609,2
13,2015-01-15,0.2501107382550335,3
14,2015-01-16,0.2798966101694914,3
15,2015-01-17,0.1955958333333335,3
16,2015-01-18,0.2336660714285714,3
17,2015-01-19,0.3085000000000001,3
18,2015-01-20,0.2617690140845069,3
19,2015-01-21,0.2862417721518988,3
20,2015-01-22,0.2422513513513514,3
21,2015-01-23,0.2759628099173553,3
22,2015-01-24,0.2857181818181818,3
23,2015-01-25,0.3497111111111112,4
24,2015-01-26,0.3728686956521736,4
25,2015-01-27,0.2894126126126125,3
26,2015-01-28,0.2846327731092437,3
27,2015-01-29,0.3266662337662333,3
28,2015-01-30,0.2955213675213675,3
29,2015-01-31,0.1518,2
30,2015-02-01,0.3280342857142858,3
31,2015-02-02,0.272708,3
32,2015-02-03,0.3223611570247932,3
33,2015-02-04,0.3584775280898878,4
34,2015-02-05,0.226633962264151,3
35,2015-02-06,0.2141618749999999,3
36,2015-02-07,0.2654548387096774,3
37,2015-02-08,0.2498093333333334,3
38,2015-02-09,0.2177887218045113,3
39,2015-02-10,0.1410256704980842,2
40,2015-02-11,0.0516040417209907,2
41,2015-02-12,0.1049649649649648,2
42,2015-02-13,0.1241205479452054,2
43,2015-02-14,0.1917511904761905,3
44,2015-02-15,0.174137962962963,3
45,2015-02-16,0.1238572463768115,2
46,2015-02-17,0.1898926829268291,3
47,2015-02-18,0.2246408163265306,3
48,2015-02-19,0.1918239316239315,3
49,2015-02-20,0.2410396226415093,3
50,2015-02-21,0.1805666666666668,3
51,2015-02-22,0.2371743589743589,3
52,2015-02-23,0.210213953488372,3
53,2015-02-24,0.2411235042735044,3
54,2015-02-25,0.0959563106796117,2
55,2015-02-26,0.1583536,2
56,2015-02-27,0.1271798449612403,2
57,2015-02-28,0.2692425,3
58,2015-03-01,0.2533074074074074,3
59,2015-03-02,0.0611118556701031,2
60,2015-03-03,0.1447218543046358,2
61,2015-03-04,0.1132711538461539,2
62,2015-03-05,0.1290210843373494,2
63,2015-03-06,0.0641043478260869,2
64,2015-03-07,0.2244619047619048,3
65,2015-03-08,0.1614878378378378,2
66,2015-03-09,0.0145724137931034,2
67,2015-03-10,0.1584927461139897,2
68,2015-03-11,0.1943877005347593,3
69,2015-03-12,0.0926786259541985,2
