,date,score,label
0,2015-01-01,0.3381862068965517,3
1,2015-01-02,0.2708014084507043,2
2,2015-01-03,0.4637430232558147,4
3,2015-01-04,0.4763204633204641,4
4,2015-01-05,0.4460676966292131,4
5,2015-01-06,0.4606994999999994,4
6,2015-01-07,0.3906131696428566,3
7,2015-01-08,0.32828698315467,3
8,2015-01-09,0.3331895470383276,3
9,2015-01-10,0.4656042553191497,4
10,2015-01-11,0.4697980519480525,4
11,2015-01-12,0.2235743670886078,2
12,2015-01-13,0.2479166666666668,2
13,2015-01-14,0.1557760330578512,2
14,2015-01-15,0.1776520270270268,2
15,2015-01-16,0.209199494949495,2
16,2015-01-17,0.3382168067226889,3
17,2015-01-18,0.3882446808510638,3
18,2015-01-19,0.4541344827586211,4
19,2015-01-20,0.284847916666667,3
20,2015-01-21,0.3786807971014493,3
21,2015-01-22,0.3415146408839773,3
22,2015-01-23,0.3457794425087109,3
23,2015-01-24,0.4221201342281884,3
24,2015-01-25,0.4576099378881991,4
25,2015-01-26,0.3375218045112781,3
26,2015-01-27,0.3397140762463342,3
27,2015-01-28,0.3444213058419244,3
28,2015-01-29,0.2044378516624041,2
29,2015-01-30,0.2141514200298953,2
30,2015-01-31,0.3757535519125689,3
31,2015-02-01,0.4885026143790853,4
32,2015-02-02,0.3105210727969348,3
33,2015-02-03,0.3163519083969467,3
34,2015-02-04,0.3647259433962266,3
35,2015-02-05,0.2222663212435236,2
36,2015-02-06,0.2998685823754795,3
37,2015-02-07,0.3608791304347828,3
38,2015-02-08,0.3976937500000003,3
39,2015-02-09,0.3448451977401136,3
40,2015-02-10,0.3216639344262297,3
41,2015-02-11,0.3350431924882633,3
42,2015-02-12,0.2724385350318472,3
43,2015-02-13,0.3270983193277316,3
44,2015-02-14,0.4056763636363641,3
45,2015-02-15,0.3933834645669296,3
46,2015-02-16,0.3293119205298017,3
47,2015-02-17,0.2130552995391706,2
48,2015-02-18,0.2654406250000005,2
49,2015-02-19,0.3129934497816597,3
50,2015-02-20,0.2824155115511554,3
51,2015-02-21,0.3981317460317465,3
52,2015-02-22,0.4329266055045876,3
53,2015-02-23,0.265499126637555,2
54,2015-02-24,0.1844221088435376,2
55,2015-02-25,0.2452405541561716,2
56,2015-02-26,0.222654888888889,2
57,2015-02-27,0.2221355769230771,2
58,2015-02-28,0.3086820809248557,3
59,2015-03-01,0.2048229813664596,2
60,2015-03-02,0.2708866141732284,2
61,2015-03-03,0.1441318584070798,2
62,2015-03-04,0.2127473309608543,2
63,2015-03-05,0.1870254480286739,2
64,2015-03-06,0.2627180147058826,2
65,2015-03-07,0.2943232394366199,3
66,2015-03-08,0.2766886363636365,3
67,2015-03-09,0.2760704000000002,3
68,2015-03-10,0.303175555555556,3
69,2015-03-11,0.2426496031746033,2
70,2015-03-12,0.2747678160919543,3
71,2015-03-13,0.3323863281250002,3
72,2015-03-14,0.4225707142857147,3
73,2015-03-15,0.440782666666667,4
74,2015-03-16,0.3155445414847163,3
75,2015-03-17,0.2887244067796609,3
76,2015-03-18,0.3054928571428575,3
77,2015-03-19,0.2591872791519439,2
78,2015-03-20,0.2786584775086508,3
79,2015-03-21,0.2763158192090398,3
80,2015-03-22,0.333188888888889,3
81,2015-03-23,0.2407260223048329,2
82,2015-03-24,0.3277693617021279,3
83,2015-03-25,0.2619704,2
84,2015-03-26,0.236085230769231,2
85,2015-03-27,0.2012009118541038,2
86,2015-03-28,0.3986368663594471,3
87,2015-03-29,0.3490000000000005,3
88,2015-03-30,0.2923185483870972,3
89,2015-03-31,0.2633839721254357,2
90,2015-04-01,0.2145865079365082,2
91,2015-04-02,0.2092948979591836,2
