,date,score,label
0,2015-01-02,0.1846875,2
1,2015-01-03,0.2598588235294118,3
2,2015-01-04,0.2872378378378379,3
3,2015-01-05,0.3183475177304967,3
4,2015-01-06,0.1938235294117647,2
5,2015-01-07,0.0840948453608247,1
6,2015-01-08,0.1880144144144144,2
7,2015-01-09,0.2424694736842105,3
8,2015-01-10,0.1544192307692307,2
9,2015-01-11,0.2827692307692308,3
10,2015-01-12,0.2824343749999999,3
11,2015-01-13,0.2339903225806452,3
12,2015-01-14,0.1848842767295598,2
13,2015-01-15,0.2156062015503876,2
14,2015-01-16,0.1565773437499999,2
15,2015-01-17,0.026078947368421,1
16,2015-01-18,0.16902,2
17,2015-01-19,0.2599030303030303,3
18,2015-01-20,0.2867307692307694,3
19,2015-01-21,0.2706973244147156,3
20,2015-01-22,0.2180048648648649,2
21,2015-01-23,0.2922492307692308,3
22,2015-01-24,0.2474425531914894,3
23,2015-01-25,0.2702085714285714,3
24,2015-01-26,0.2510724137931036,3
25,2015-01-27,0.2640327272727272,3
26,2015-01-28,0.3411358974358973,3
27,2015-01-29,0.2343432773109243,3
28,2015-01-30,0.2324821428571429,3
29,2015-01-31,0.192527659574468,2
30,2015-02-01,0.2362385964912281,3
31,2015-02-02,0.2549909604519774,3
32,2015-02-03,0.2691187755102039,3
33,2015-02-04,0.1936552325581397,2
34,2015-02-05,0.2636076142131981,3
35,2015-02-06,0.1842105263157894,2
36,2015-02-07,0.2853153846153846,3
37,2015-02-08,0.3266666666666666,3
38,2015-02-09,0.3230717391304348,3
39,2015-02-10,0.2316666666666667,3
40,2015-02-11,0.2226986301369863,2
41,2015-02-12,0.2021188118811881,2
42,2015-02-13,0.2602616822429907,3
43,2015-02-14,0.3091382352941176,3
44,2015-02-15,0.232763829787234,3
45,2015-02-16,0.1909759999999999,2
46,2015-02-17,0.2318043478260869,3
47,2015-02-18,0.2551094202898553,3
48,2015-02-19,0.1942380597014926,2
49,2015-02-20,0.2322869158878505,3
50,2015-02-21,0.2142075,2
51,2015-02-22,0.262697619047619,3
52,2015-02-23,0.2599827956989248,3
53,2015-02-24,0.2651493975903616,3
54,2015-02-25,0.2644298013245034,3
